,linqmap_type,linqmap_subtype,pubDate,linqmap_reportDescription,linqmap_city,linqmap_street,linqmap_roadType,linqmap_reportRating,linqmap_magvar,linqmap_reliability,update_date,x,y
1604,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:44:04.000,,תל אביב - יפו,יהודה הלוי,2,5,224,5,2022-05-15 15:53:02.414,179059.84999999963,663500.2100000009
1605,JAM,JAM_MODERATE_TRAFFIC,2022-05-15 15:20:55.000,,,5 מזרח,3,5,91,6,2022-05-15 15:53:02.414,188627.5700000003,669396.8800000008
1606,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:50:21.000,,בני ברק,אברהם בן דוד,1,5,104,5,2022-05-15 15:53:02.415,185209.24000000025,664808.7799999993
1607,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 15:26:36.000,,,40 צפון,6,5,21,9,2022-05-15 15:53:02.415,191179.2000000002,654823.3399999999
1608,WEATHERHAZARD,,2022-05-15 15:47:55.000,,,1 מערב / 6 צפון,3,5,9,10,2022-05-15 15:53:02.415,193356.66000000012,649104.1799999997
1609,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:50:09.000,,תל אביב - יפו,דרך נמיר,2,5,348,5,2022-05-15 15:53:02.416,180824.8099999996,666573.0199999996
1610,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 15:23:05.000,,רמת גן,משה דיין,2,5,125,10,2022-05-15 15:53:02.416,183928.01999999955,663194.8200000003
1611,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:45:45.000,,,562,7,5,43,5,2022-05-15 15:53:02.418,192518.58000000007,685860.6999999993
1612,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:24:01.000,,,2 צפון,3,5,306,7,2022-05-15 15:53:02.418,187820.16000000012,696293.4900000002
1613,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 15:26:27.000,,בני ברק,הרב כהנמן,2,5,160,5,2022-05-15 15:53:02.419,185222.53000000023,665112.3499999996
1614,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:51:11.000,,,4 צפון,3,5,39,5,2022-05-15 15:53:02.419,189348.3200000003,675459.3900000006
1616,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:26:53.000,,,4 צפון,3,5,0,9,2022-05-15 15:53:02.420,184072.2999999998,661151.6300000008
1615,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:36:35.000,,,40 דרום,6,5,204,6,2022-05-15 15:53:02.420,190261.08000000007,649820.4700000007
1617,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-15 15:40:56.000,,,6 דרום,3,5,184,10,2022-05-15 15:53:02.420,201328.23000000045,690303.5700000003
1619,WEATHERHAZARD,,2022-05-15 15:48:37.000,,,"ל-431 ראשון לציון (מערב), תל אביב - יפו",4,5,285,7,2022-05-15 15:53:02.421,181409.9699999997,650775.2899999991
1618,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-07 21:14:58.000,,תל אביב - יפו,לוינסקי,17,0,0,10,2022-05-15 15:53:02.421,178491.23000000045,663020.3100000005
1622,JAM,JAM_MODERATE_TRAFFIC,2022-05-15 15:38:25.000,,,5 מזרח,3,5,109,6,2022-05-15 15:53:02.422,195242.9400000004,668973.0899999999
1620,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:27:22.000,,,57 מערב,6,5,272,7,2022-05-15 15:53:02.422,199040.25,690936.4499999993
1621,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:39:27.000,,תל אביב - יפו,ערבי נחל,2,5,128,5,2022-05-15 15:53:02.422,181436.75,665011.7799999993
1623,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 15:33:47.000,,,1 מזרח,3,5,157,10,2022-05-15 15:53:02.423,179987.83999999985,661581.1400000006
1624,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-15 15:49:31.000,,,ל-1 תל אביב,4,5,286,8,2022-05-15 15:53:02.423,189829.6500000004,654813.2400000002
1625,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:47:42.000,,,1 מערב,3,5,2,7,2022-05-15 15:53:02.424,179876.58000000007,662284.1799999997
1626,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-15 15:49:09.000,,,6 דרום,3,5,207,10,2022-05-15 15:53:02.424,194327.25,669271.0800000001
1627,ROAD_CLOSED,ROAD_CLOSED_EVENT,2021-12-12 12:09:18.000,,תל אביב - יפו,השומרון,2,0,0,10,2022-05-15 15:53:02.424,179055.76999999955,663114.8699999992
1628,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-10 11:37:09.000,,תל אביב - יפו,ארלוזורוב,2,0,0,6,2022-05-15 15:53:02.425,178813.41999999993,666065.5299999993
1629,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-24 16:37:58.000,,חולון,אילת,2,0,0,10,2022-05-15 15:53:02.425,177937.33999999985,658564.3000000007
1630,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:31:17.000,,,ל-6 צפון,4,5,50,8,2022-05-15 15:53:02.425,194724.53000000023,652071.1400000006
1631,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:47:50.000,,,6 צפון,3,5,73,6,2022-05-15 15:53:02.426,192177.7999999998,647252.4100000001
1632,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:38:53.000,,,4613,7,5,57,5,2022-05-15 15:53:02.426,193262.21,658206.5399999991
1636,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-15 15:51:34.000,,,1 מערב,3,5,259,5,2022-05-15 15:53:02.428,187298.1799999997,655357.9700000007
1635,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-01-30 15:40:03.000,,תל אביב - יפו,גואל,1,0,0,10,2022-05-15 15:53:02.428,180135.2000000002,662368.6999999993
1637,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 15:36:08.000,,,1 מערב,3,5,8,6,2022-05-15 15:53:02.428,179906.1900000004,662637.6999999993
1633,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:49:04.000,,,57 מזרח,6,5,96,5,2022-05-15 15:53:02.428,196550.6399999997,691184.1899999995
1634,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,2022-05-15 15:38:26.000,,פתח תקווה,רוטשילד,2,5,164,10,2022-05-15 15:53:02.428,188930.49000000025,666176.5299999993
1638,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 15:42:23.000,,נתניה,דיזנגוף,2,5,220,6,2022-05-15 15:53:02.429,186466.33000000007,692980.7300000004
1639,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 15:25:47.000,,נתניה,57 מזרח,6,5,97,6,2022-05-15 15:53:02.429,188215.3700000001,692335.0199999996
1640,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:40:15.000,,ראש העין,העמל,2,5,296,5,2022-05-15 15:53:02.429,196745.4500000002,668422.1500000004
1641,JAM,,2022-05-15 15:35:33.000,,פתח תקווה,בן ציון גליס,2,5,302,5,2022-05-15 15:53:02.430,190431.83000000007,667736.5399999991
1642,JAM,,2022-05-15 15:33:48.000,,בני ברק,הרב כהנמן,2,5,165,5,2022-05-15 15:53:02.430,185210.1900000004,665147.8800000008
1643,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:27:58.000,,,443 מזרח,6,5,110,7,2022-05-15 15:53:02.430,194230.76999999955,651422.4000000004
1646,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:31:00.000,,רמת גן,אלוף שדה,2,5,108,7,2022-05-15 15:53:02.431,183861.34999999963,662897.9900000002
1644,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:40:25.000,,פתח תקווה,בן ציון גליס,2,5,122,5,2022-05-15 15:53:02.431,190211.1299999999,667862.7899999991
1645,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:35:20.000,,רמת גן,אלוף שדה,2,5,125,10,2022-05-15 15:53:02.431,184377.5499999998,662711.2899999991
1647,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:28:23.000,,,1 מזרח,3,5,129,10,2022-05-15 15:53:02.432,180610.48000000045,660623.7799999993
1648,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-20 17:00:02.000,,תל אביב - יפו,רחל,1,0,0,10,2022-05-15 15:53:02.432,179022.34999999963,665899.0600000005
1649,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:40:11.000,,תל אביב - יפו,פינס,1,5,151,5,2022-05-15 15:53:02.432,178192.46999999974,663143.5299999993
1652,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 15:25:38.000,,בני ברק,זאב זבוטינסקי,2,5,269,5,2022-05-15 15:53:02.433,185581.1900000004,666637.0899999999
1650,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 15:33:51.000,,גדרה,הרצל,2,5,33,5,2022-05-15 15:53:02.433,178351.4400000004,635803.1600000001
1651,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:25:29.000,,,40 דרום,6,5,174,8,2022-05-15 15:53:02.433,191374.7000000002,659784.6799999997
1654,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 15:21:49.000,,,6 צפון,3,2,359,6,2022-05-15 15:53:02.434,195317.5700000003,670559.4399999995
1655,ROAD_CLOSED,ROAD_CLOSED_EVENT,2021-12-10 12:47:37.000,,תל אביב - יפו,הר ציון,2,0,0,10,2022-05-15 15:53:02.434,179193.58000000007,662978.9499999993
1653,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-07 19:00:04.000,,הוד השרון,ששת הימים,2,0,0,9,2022-05-15 15:53:02.434,192534.98000000045,673815.4399999995
1656,JAM,JAM_MODERATE_TRAFFIC,2022-05-15 15:50:46.000,,,ל-40 פתח תקווה (רח ירושלים),4,5,85,5,2022-05-15 15:53:02.435,190899.61000000036,663583.1999999993
1657,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:26:22.000,,,20 איילון צפון,3,5,17,7,2022-05-15 15:53:02.435,181218.21,665826.7799999993
1658,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 15:24:41.000,,Qalqilya - قلقيلية,,7,3,94,5,2022-05-15 15:53:02.435,199396.01999999955,677236.8800000008
1659,ROAD_CLOSED,ROAD_CLOSED_EVENT,2021-12-10 12:47:37.000,,תל אביב - יפו,השומרון,2,0,0,10,2022-05-15 15:53:02.436,179100.08999999985,663100.0700000003
1660,JAM,,2022-05-15 15:37:42.000,,קריית אונו,הרצל,2,5,338,5,2022-05-15 15:53:02.436,185934.00999999975,663723.0600000005
1661,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-07 21:14:58.000,,תל אביב - יפו,לוינסקי,17,0,0,10,2022-05-15 15:53:02.436,178733.74000000022,662995.6600000001
1662,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-06 17:00:01.000,,יהוד-מונוסון,שבזי,2,0,0,10,2022-05-15 15:53:02.437,190399.8799999999,659472.3200000003
1663,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-22 09:58:05.000,,תל אביב - יפו,מאנגר איציק,1,0,0,10,2022-05-15 15:53:02.438,179115.53000000026,665875.9800000004
1664,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-20 17:00:02.000,,תל אביב - יפו,רחל,1,0,0,6,2022-05-15 15:53:02.438,179062.41999999993,665885.5
1665,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:49:38.000,,רמת גן,פרץ ברנשטיין,2,5,51,5,2022-05-15 15:53:02.438,183567.11000000036,662368.4800000004
1666,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-06 19:51:29.000,,אור יהודה,,1,0,0,10,2022-05-15 15:53:02.438,186028.3899999997,659304.3200000003
1667,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:51:34.000,,,"ל-444 ראש העין, אלפי מנשה",4,5,88,5,2022-05-15 15:53:02.439,194287.25999999975,669011.6300000008
1668,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:31:52.000,,רמלה,הרצל,2,5,166,5,2022-05-15 15:53:02.439,187462.33000000007,649446.6899999995
1669,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:44:51.000,,,20 איילון צפון,3,5,356,5,2022-05-15 15:53:02.439,182302.08000000007,669513.1799999997
1672,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-15 15:44:01.000,,,6 צפון,3,5,323,10,2022-05-15 15:53:02.440,196424.33000000007,659418.1799999997
1671,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:46:50.000,,,44 צפון,6,5,297,8,2022-05-15 15:53:02.440,179602.01999999955,660447.7300000004
1670,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:41:30.000,,תל אביב - יפו,התערוכה,2,5,245,7,2022-05-15 15:53:02.440,178987.59999999963,667178.9000000004
1673,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:43:12.000,,,1 מערב,3,5,353,6,2022-05-15 15:53:02.441,193273.16999999995,648111.5700000003
1674,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,2021-02-07 03:00:00.000,חסר מידע,,,0,0,0,10,2022-05-15 15:53:02.441,178825.86000000034,665089.1799999997
1675,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-06 09:05:16.000,,תל אביב - יפו,שד ירושלים,2,0,0,6,2022-05-15 15:53:02.441,177395.46999999974,662145.5199999996
1676,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-22 16:00:02.000,,תל אביב - יפו,בן יהודה,2,0,0,10,2022-05-15 15:53:02.442,178547.0,665523.4900000002
1677,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:45:33.000,,הרצליה,שד אבא אבן,2,5,128,5,2022-05-15 15:53:02.442,182220.6200000001,674278.4199999999
1678,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 15:32:57.000,,,20 איילון דרום,3,5,215,8,2022-05-15 15:53:02.442,180965.1299999999,665235.2400000002
1679,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-15 15:44:25.000,,,2 צפון,3,5,25,10,2022-05-15 15:53:02.443,187939.1200000001,692888.5399999991
1680,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 15:17:26.000,,,20 איילון דרום,3,5,188,10,2022-05-15 15:53:02.443,177139.7999999998,654797.0800000001
1681,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:44:47.000,,,20 איילון צפון,3,5,45,7,2022-05-15 15:53:02.443,179375.34999999963,660767.1799999997
1682,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-03 14:42:06.000,,תל אביב - יפו,שד ירושלים,2,0,0,6,2022-05-15 15:53:02.444,177381.6299999999,661904.2699999996
1683,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-06 09:05:17.000,,תל אביב - יפו,שד ירושלים,2,0,0,7,2022-05-15 15:53:02.444,177403.1200000001,662212.1300000008
1684,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,2022-05-15 15:21:52.000,,,505,7,5,59,10,2022-05-15 15:53:02.444,200175.84999999963,668378.2300000004
1685,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:50:13.000,,,1 מזרח,3,5,196,5,2022-05-15 15:53:02.444,179842.04000000004,662655.5800000001
1686,JAM,JAM_MODERATE_TRAFFIC,2022-05-15 15:42:07.000,,ראשון לציון,משה דיין,2,5,289,5,2022-05-15 15:53:02.444,180619.3799999999,653860.3100000005
1687,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:47:31.000,,תל אביב - יפו,"מזא""ה",1,5,120,5,2022-05-15 15:53:02.444,179267.8200000003,663676.1799999997
1691,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-15 15:48:42.000,,,6 דרום,3,5,200,10,2022-05-15 15:53:02.445,201418.0499999998,695338.5899999999
1690,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:36:05.000,,תל אביב - יפו,הארבעה,1,5,90,6,2022-05-15 15:53:02.445,179873.0599999996,664198.4199999999
1688,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-10 11:37:09.000,,תל אביב - יפו,ארלוזורוב,2,0,0,10,2022-05-15 15:53:02.445,179116.7000000002,665979.1099999994
1689,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-22 15:00:03.000,,אור יהודה,הכלנית,1,0,0,6,2022-05-15 15:53:02.445,187667.66999999995,659861.0099999998
1692,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 15:29:55.000,,,,4,5,6,5,2022-05-15 15:53:02.446,184967.1500000004,663663.7300000004
1693,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-06 09:05:17.000,,תל אביב - יפו,שד ירושלים,2,0,0,10,2022-05-15 15:53:02.446,177437.83000000007,662499.7699999996
1694,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-01-08 19:00:01.000,,אור יהודה,דוד אלעזר,1,0,0,10,2022-05-15 15:53:02.448,187492.6399999997,659382.8399999999
1695,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-07 19:00:04.000,,תל אביב - יפו,יהודית,2,0,0,6,2022-05-15 15:53:02.448,180344.96,664164.5899999999
1696,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-24 16:37:58.000,,חולון,אילת,2,0,0,10,2022-05-15 15:53:02.448,177976.3700000001,658984.2100000009
1697,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 15:44:09.000,,,20 איילון צפון,3,5,29,8,2022-05-15 15:53:02.448,181905.4299999997,668159.9000000004
1698,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:28:25.000,,,2 צפון,3,5,8,7,2022-05-15 15:53:02.448,184467.5700000003,682693.7300000004
1699,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-15 15:40:37.000,,,ל-1 ירושלים,4,5,113,10,2022-05-15 15:53:02.448,198803.28000000023,638299.9600000009
1700,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-01-13 20:00:03.000,,יהוד-מונוסון,תמר,1,0,0,10,2022-05-15 15:53:02.448,188285.58999999985,659377.2899999991
1701,JAM,,2022-05-15 15:43:06.000,,,4 דרום,3,5,217,8,2022-05-15 15:53:02.449,182194.79000000004,656896.3599999994
1702,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-12 08:45:04.000,,רמת השרון,,1,0,0,10,2022-05-15 15:53:02.449,185945.34999999963,672815.7400000002
1703,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 15:32:32.000,,,40 צפון,6,5,34,7,2022-05-15 15:53:02.449,189551.5,648393.7599999998
1705,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:45:26.000,,הרצליה,קרן היסוד,2,5,280,6,2022-05-15 15:53:02.450,182421.33000000007,676422.9800000004
1706,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-22 16:00:02.000,,תל אביב - יפו,בן יהודה,2,0,0,10,2022-05-15 15:53:02.450,178747.04000000004,666085.1899999995
1704,JAM,JAM_MODERATE_TRAFFIC,2022-05-15 15:46:18.000,,,ל-4 אשדוד,4,5,195,5,2022-05-15 15:53:02.450,183405.71,658737.4800000004
1707,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:47:31.000,,,2 דרום,3,5,190,5,2022-05-15 15:53:02.451,187341.0499999998,689886.1799999997
1708,JAM,JAM_MODERATE_TRAFFIC,2022-05-15 15:41:45.000,,,412 צפון,6,2,60,9,2022-05-15 15:53:02.451,185089.03000000023,657662.7799999993
1709,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-06 09:05:17.000,,תל אביב - יפו,שד ירושלים,2,0,0,10,2022-05-15 15:53:02.451,177408.16000000015,662268.3399999999
1710,JAM,JAM_MODERATE_TRAFFIC,2022-05-15 15:44:45.000,,פתח תקווה,אבשלום גיסין,2,5,359,5,2022-05-15 15:53:02.452,188678.1200000001,667228.6300000008
1711,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-14 21:00:04.000,,תל אביב - יפו,ציונה תגר,1,0,0,6,2022-05-15 15:53:02.452,176766.50999999978,661726.2799999993
1712,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 15:48:30.000,,,20 איילון דרום,3,5,193,5,2022-05-15 15:53:02.453,181340.21,666639.0500000007
1713,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-15 15:51:14.000,,,6 צפון,3,5,20,5,2022-05-15 15:53:02.453,199839.3099999996,686627.6099999994
1714,JAM,,2022-05-15 15:37:22.000,,תל אביב - יפו,סעדיה גאון,1,5,179,5,2022-05-15 15:53:02.453,179602.45999999996,663842.2599999998
1715,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-15 15:45:01.000,,,6 דרום,3,5,195,10,2022-05-15 15:53:02.454,196722.0700000003,655507.0099999998
1716,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 15:43:45.000,,,44 דרום,6,5,145,5,2022-05-15 15:53:02.454,183104.91999999995,656730.9100000001
1717,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:49:21.000,,,"ל-20 איילון דרום, אשדוד",4,5,203,5,2022-05-15 15:53:02.454,177016.7000000002,655011.1199999992
1720,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,2021-02-07 05:00:00.000,חסר מידע,,,0,0,0,10,2022-05-15 15:53:02.455,178825.86000000034,665089.1799999997
1718,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,2021-02-07 03:00:00.000,חסר מידע,,,0,0,0,10,2022-05-15 15:53:02.455,178825.86000000034,665089.1799999997
1719,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:23:25.000,,בני ברק,דרך אם המושבות,2,5,70,5,2022-05-15 15:53:02.455,184021.9400000004,667362.0099999998
1723,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 15:47:29.000,,,4 דרום,3,5,193,5,2022-05-15 15:53:02.456,184538.3099999996,662579.2699999996
1722,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:24:28.000,,בני ברק,הרב כהנמן,2,1,162,7,2022-05-15 15:53:02.456,185269.16999999995,664971.1199999992
1721,ACCIDENT,,2022-05-15 15:47:23.000,,,461 מערב,6,5,280,9,2022-05-15 15:53:02.456,185385.75,660417.4399999995
1724,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-15 15:47:28.000,,,2 צפון,3,5,15,10,2022-05-15 15:53:02.458,186993.41000000012,688320.5899999999
1725,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:47:10.000,,,5614,7,5,163,5,2022-05-15 15:53:02.458,198586.0499999998,688776.0099999998
1726,JAM,JAM_MODERATE_TRAFFIC,2022-05-15 15:36:09.000,,גבעתיים,אריאל שרון,2,5,210,5,2022-05-15 15:53:02.458,181192.6299999999,665249.0099999998
1727,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:44:11.000,,חולון,שד ירושלים,2,5,140,5,2022-05-15 15:53:02.458,181419.0499999998,656703.9000000004
1728,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:49:52.000,,,20 איילון דרום,3,5,187,5,2022-05-15 15:53:02.458,177197.6299999999,655202.5
1729,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 15:24:25.000,,לוד,דרך פרימן,2,5,71,5,2022-05-15 15:53:02.459,191292.3099999996,651529.75
1730,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-15 15:49:10.000,,,,4,4,293,5,2022-05-15 15:53:02.459,201708.59999999963,636603.0099999998
1731,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:29:16.000,,,ל-20 איילון צפון,4,5,16,5,2022-05-15 15:53:02.459,180092.11000000034,663242.25
1732,WEATHERHAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,2022-05-15 15:23:11.000,,תל אביב - יפו,דרך נמיר,2,5,10,5,2022-05-15 15:53:02.460,180759.9299999997,669918.5500000007
1733,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 15:24:34.000,,,2 צפון,3,5,305,6,2022-05-15 15:53:02.460,188259.2000000002,695996.7400000002
1734,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:27:53.000,,,20 איילון צפון,3,5,14,6,2022-05-15 15:53:02.460,179960.00999999978,662855.9600000009
1735,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:34:03.000,,רמת גן,מנדס,2,3,235,5,2022-05-15 15:53:02.461,185669.7199999997,662304.4199999999
1736,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:50:43.000,,,ל-20 איילון צפון,4,5,8,5,2022-05-15 15:53:02.461,181418.29000000004,666540.7200000007
1737,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,2022-05-15 15:39:12.000,,תל אביב - יפו,העבודה,1,5,288,7,2022-05-15 15:53:02.461,178747.70999999996,664222.6300000008
1740,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-15 15:49:00.000,,,"ל-551 כוכב יאיר, טייבה",4,5,36,6,2022-05-15 15:53:02.462,196438.98000000045,678942.3900000006
1738,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-15 13:22:13.000,,,ל-בית העלמין קריית שאול,4,0,0,6,2022-05-15 15:53:02.462,182285.5499999998,670362.9000000004
1739,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:43:03.000,,תל אביב - יפו,ארניה אוסוולדו,1,5,179,5,2022-05-15 15:53:02.462,179957.2000000002,664126.8000000007
1741,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 15:44:14.000,,,4 דרום,3,5,212,5,2022-05-15 15:53:02.463,171370.0499999998,635365.2799999993
1742,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-08 13:00:00.000,,,"ל-משה דיין (מזרח), שד רבין",4,0,0,10,2022-05-15 15:53:02.464,177189.1900000004,655288.9199999999
1743,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,2022-05-15 15:09:20.000,,אור יהודה,,2,5,284,10,2022-05-15 15:53:02.464,186297.3899999997,659898.0199999996
1744,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-22 16:00:02.000,,תל אביב - יפו,בן יהודה,2,0,0,10,2022-05-15 15:53:02.464,178618.1799999997,665686.4600000009
1745,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-04 17:00:00.000,,תל אביב - יפו,בן סרוק,1,0,0,6,2022-05-15 15:53:02.464,179719.23000000045,665936.1300000008
1746,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:35:11.000,,בני ברק,הרב כהנמן,2,5,161,5,2022-05-15 15:53:02.464,185242.91999999995,665054.8300000001
1747,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,2022-05-15 15:50:51.000,,ראש העין,,2,5,92,5,2022-05-15 15:53:02.465,198054.78000000023,667760.9399999995
1748,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 15:30:30.000,,פתח תקווה,דרך זבולון המר,2,5,337,6,2022-05-15 15:53:02.465,187870.84999999963,667718.5
1749,JAM,,2022-05-15 15:33:48.000,,,2 צפון,3,5,14,6,2022-05-15 15:53:02.465,187030.3899999997,688456.3000000007
